+====================+===================+==================================================+
| Launch Setup Clock | Launch Hold Clock | Pin                                              |
| dut_clk_pin        | emu_clk_pin       | Memory.0.6.genblk1.genblk1.lower/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.7.genblk1.genblk1.lower/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.2.genblk1.genblk1.upper/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.3.genblk1.genblk1.lower/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.7.genblk1.genblk1.upper/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.0.genblk1.genblk1.upper/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.6.genblk1.genblk1.upper/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.5.genblk1.genblk1.lower/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.5.genblk1.genblk1.upper/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.2.genblk1.genblk1.lower/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.0.genblk1.genblk1.lower/ADDRARDADDR[9]  |
| dut_clk_pin        | emu_clk_pin       | Memory.0.6.genblk1.genblk1.lower/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.6.genblk1.genblk1.upper/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.1.genblk1.genblk1.upper/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.3.genblk1.genblk1.upper/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.3.genblk1.genblk1.lower/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.1.genblk1.genblk1.lower/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.7.genblk1.genblk1.lower/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.7.genblk1.genblk1.upper/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.0.genblk1.genblk1.upper/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.2.genblk1.genblk1.upper/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.0.genblk1.genblk1.lower/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.2.genblk1.genblk1.lower/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.5.genblk1.genblk1.lower/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.5.genblk1.genblk1.upper/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.4.genblk1.genblk1.upper/DIADI[0]        |
| dut_clk_pin        | emu_clk_pin       | Memory.0.4.genblk1.genblk1.lower/DIADI[0]        |
| dut_clk_pin        | dut_clk_pin       | _1595_/D                                         |
| dut_clk_pin        | dut_clk_pin       | _1505_/D                                         |
| dut_clk_pin        | dut_clk_pin       | _1501_/D                                         |
+--------------------+-------------------+--------------------------------------------------+
